dataset,label_a,label_b,dtw_distance,mode
ASL,more,no,0.0861072689294815,nearest_candidates_then_dtw
ASL,like,office,0.08612745255231857,nearest_candidates_then_dtw
ASL,lesson,lie,0.08618847280740738,nearest_candidates_then_dtw
ASL,like,make,0.08625328540802002,nearest_candidates_then_dtw
ASL,lend,meat,0.08629681915044785,nearest_candidates_then_dtw
ASL,miss,necklace,0.08630326390266418,nearest_candidates_then_dtw
ASL,middle,notice,0.0863366574048996,nearest_candidates_then_dtw
ASL,legal,list,0.08636605739593506,nearest_candidates_then_dtw
ASL,money,motorcycle,0.0865543931722641,nearest_candidates_then_dtw
ASL,mustache,noon,0.08660478889942169,nearest_candidates_then_dtw
ASL,mirror,necklace,0.08662310242652893,nearest_candidates_then_dtw
ASL,leader,lobster,0.08663506805896759,nearest_candidates_then_dtw
ASL,like,manage,0.08666837215423584,nearest_candidates_then_dtw
ASL,less,melody,0.0867084190249443,nearest_candidates_then_dtw
ASL,lesson,mouth,0.08674175292253494,nearest_candidates_then_dtw
ASL,march,message,0.08713902533054352,nearest_candidates_then_dtw
ASL,mature,negotiate,0.08717789500951767,nearest_candidates_then_dtw
ASL,middle,much,0.08723445981740952,nearest_candidates_then_dtw
ASL,lightning,motorcycle,0.08725853264331818,nearest_candidates_then_dtw
ASL,loan,never,0.0872587263584137,nearest_candidates_then_dtw
ASL,magazine,music,0.08730505406856537,nearest_candidates_then_dtw
ASL,many,office,0.08739522844552994,nearest_candidates_then_dtw
ASL,mouse,new,0.08743808418512344,nearest_candidates_then_dtw
ASL,microwave,motor,0.08744409680366516,nearest_candidates_then_dtw
ASL,list,multiply,0.08745242655277252,nearest_candidates_then_dtw
ASL,neighbor,nervous,0.08750161528587341,nearest_candidates_then_dtw
ASL,manage,much,0.08757472783327103,nearest_candidates_then_dtw
ASL,lead,notice,0.08759865909814835,nearest_candidates_then_dtw
ASL,name,now,0.08762955665588379,nearest_candidates_then_dtw
ASL,letter,message,0.08781479299068451,nearest_candidates_then_dtw
ASL,list,obsess,0.08784647285938263,nearest_candidates_then_dtw
ASL,live,make,0.08785677701234818,nearest_candidates_then_dtw
ASL,limit,multiply,0.0878702849149704,nearest_candidates_then_dtw
ASL,neighbor,normal,0.08787744492292404,nearest_candidates_then_dtw
ASL,live,monkey,0.08789650350809097,nearest_candidates_then_dtw
ASL,man,necklace,0.08791399002075195,nearest_candidates_then_dtw
ASL,much,office,0.08801127970218658,nearest_candidates_then_dtw
ASL,less,nothing,0.08813517540693283,nearest_candidates_then_dtw
ASL,lettuce,mountain,0.08820889890193939,nearest_candidates_then_dtw
ASL,marry,move,0.08834506571292877,nearest_candidates_then_dtw
ASL,lose,meat,0.08842988312244415,nearest_candidates_then_dtw
ASL,loan,mainstream,0.0884312093257904,nearest_candidates_then_dtw
ASL,magazine,objective,0.08845765888690948,nearest_candidates_then_dtw
ASL,manage,move,0.08847711980342865,nearest_candidates_then_dtw
ASL,lightning,much,0.08860935270786285,nearest_candidates_then_dtw
ASL,mexico,nephew,0.08874370157718658,nearest_candidates_then_dtw
ASL,notice,obsess,0.08878158777952194,nearest_candidates_then_dtw
ASL,light,mechanic,0.08885060250759125,nearest_candidates_then_dtw
ASL,major,nurse,0.08893520385026932,nearest_candidates_then_dtw
ASL,learn,man,0.08903373777866364,nearest_candidates_then_dtw
ASL,lend,mainstream,0.08903426676988602,nearest_candidates_then_dtw
ASL,lift,linguistics,0.0890403762459755,nearest_candidates_then_dtw
ASL,learn,nation,0.08906596153974533,nearest_candidates_then_dtw
ASL,limit,look for,0.08910498768091202,nearest_candidates_then_dtw
ASL,limit,music,0.08917493373155594,nearest_candidates_then_dtw
ASL,limit,mother,0.08919302374124527,nearest_candidates_then_dtw
ASL,more,nephew,0.0892052873969078,nearest_candidates_then_dtw
ASL,list,man,0.08921723812818527,nearest_candidates_then_dtw
ASL,lightning,nation,0.08924662321805954,nearest_candidates_then_dtw
ASL,manage,microwave,0.08926869928836823,nearest_candidates_then_dtw
ASL,no,nut,0.08933133631944656,nearest_candidates_then_dtw
ASL,milk,new york,0.08933377265930176,nearest_candidates_then_dtw
ASL,like,monkey,0.08937396109104156,nearest_candidates_then_dtw
ASL,lunch,napkin,0.08946069329977036,nearest_candidates_then_dtw
ASL,monthly,necklace,0.08949792385101318,nearest_candidates_then_dtw
ASL,miss,music,0.0895245373249054,nearest_candidates_then_dtw
ASL,no,north,0.08960697799921036,nearest_candidates_then_dtw
ASL,major,move,0.08965713530778885,nearest_candidates_then_dtw
ASL,lettuce,man,0.08968067169189453,nearest_candidates_then_dtw
ASL,lettuce,music,0.08974412083625793,nearest_candidates_then_dtw
ASL,objective,obsess,0.08975551277399063,nearest_candidates_then_dtw
ASL,music,objective,0.08990644663572311,nearest_candidates_then_dtw
ASL,legal,obsess,0.08991178125143051,nearest_candidates_then_dtw
ASL,list,miss,0.08995293825864792,nearest_candidates_then_dtw
ASL,limit,necklace,0.0899701789021492,nearest_candidates_then_dtw
ASL,move,much,0.08997432887554169,nearest_candidates_then_dtw
ASL,legal,music,0.08997850120067596,nearest_candidates_then_dtw
ASL,no,november,0.09001190215349197,nearest_candidates_then_dtw
ASL,minute,more,0.09005527943372726,nearest_candidates_then_dtw
ASL,microwave,money,0.0900583490729332,nearest_candidates_then_dtw
ASL,network,nothing,0.09006974846124649,nearest_candidates_then_dtw
ASL,linguistics,move,0.09015308320522308,nearest_candidates_then_dtw
ASL,motorcycle,nurse,0.09019072353839874,nearest_candidates_then_dtw
ASL,lesson,necklace,0.09020553529262543,nearest_candidates_then_dtw
ASL,nephew,old,0.09022019803524017,nearest_candidates_then_dtw
ASL,leak,nurse,0.09027332812547684,nearest_candidates_then_dtw
ASL,long,necklace,0.09028557687997818,nearest_candidates_then_dtw
ASL,man,miss,0.09045371413230896,nearest_candidates_then_dtw
ASL,motorcycle,nervous,0.09049151837825775,nearest_candidates_then_dtw
ASL,lettuce,mirror,0.09049215167760849,nearest_candidates_then_dtw
ASL,lock,minute,0.09060613065958023,nearest_candidates_then_dtw
ASL,league,network,0.0907384604215622,nearest_candidates_then_dtw
ASL,letter,now,0.09079045802354813,nearest_candidates_then_dtw
ASL,linguistics,major,0.09080120921134949,nearest_candidates_then_dtw
ASL,like,nation,0.0908031240105629,nearest_candidates_then_dtw
ASL,lousy,melody,0.09084215760231018,nearest_candidates_then_dtw
ASL,less,objective,0.0908825471997261,nearest_candidates_then_dtw
ASL,motorcycle,much,0.09088502824306488,nearest_candidates_then_dtw
ASL,lend,necklace,0.09088727086782455,nearest_candidates_then_dtw
ASL,mechanic,move,0.09089730679988861,nearest_candidates_then_dtw
ASL,nephew,nun,0.09089972078800201,nearest_candidates_then_dtw
ASL,major,measure,0.09096454828977585,nearest_candidates_then_dtw
ASL,notice,offer,0.09096991270780563,nearest_candidates_then_dtw
ASL,lesson,make,0.09106409549713135,nearest_candidates_then_dtw
ASL,mind,month,0.09107967466115952,nearest_candidates_then_dtw
ASL,lead,niece,0.09108030050992966,nearest_candidates_then_dtw
ASL,middle,nation,0.09111513942480087,nearest_candidates_then_dtw
ASL,learn,lousy,0.09120064228773117,nearest_candidates_then_dtw
ASL,lightning,move,0.09124479442834854,nearest_candidates_then_dtw
ASL,misunderstand,mustache,0.09136874228715897,nearest_candidates_then_dtw
ASL,marry,much,0.09139539301395416,nearest_candidates_then_dtw
ASL,major,marry,0.09151511639356613,nearest_candidates_then_dtw
ASL,lemon,member,0.09158606827259064,nearest_candidates_then_dtw
ASL,lettuce,network,0.09161007404327393,nearest_candidates_then_dtw
ASL,man,mirror,0.09165061265230179,nearest_candidates_then_dtw
ASL,lesson,miss,0.09171999990940094,nearest_candidates_then_dtw
ASL,librarian,library,0.0917387306690216,nearest_candidates_then_dtw
ASL,lunch,network,0.09174888581037521,nearest_candidates_then_dtw
ASL,lettuce,noon,0.09184718877077103,nearest_candidates_then_dtw
ASL,microphone,necklace,0.09188813716173172,nearest_candidates_then_dtw
ASL,mountain,office,0.0919584110379219,nearest_candidates_then_dtw
ASL,move,nervous,0.09200822561979294,nearest_candidates_then_dtw
ASL,new york,occur,0.09201619774103165,nearest_candidates_then_dtw
ASL,murder,office,0.09207480400800705,nearest_candidates_then_dtw
ASL,lightning,man,0.09207598119974136,nearest_candidates_then_dtw
ASL,lie,mouth,0.09209246933460236,nearest_candidates_then_dtw
ASL,list,napkin,0.09213843196630478,nearest_candidates_then_dtw
ASL,lock,office,0.09217178076505661,nearest_candidates_then_dtw
ASL,middle,move,0.09226465225219727,nearest_candidates_then_dtw
ASL,napkin,noon,0.09228996932506561,nearest_candidates_then_dtw
ASL,lettuce,none,0.09229005128145218,nearest_candidates_then_dtw
ASL,like,lousy,0.09237591177225113,nearest_candidates_then_dtw
ASL,legal,mother,0.09239586442708969,nearest_candidates_then_dtw
ASL,miss,misunderstand,0.09241042286157608,nearest_candidates_then_dtw
ASL,lightning,mainstream,0.09246230125427246,nearest_candidates_then_dtw
ASL,message,name,0.0924983099102974,nearest_candidates_then_dtw
ASL,learn,like,0.09250617027282715,nearest_candidates_then_dtw
ASL,more,nut,0.09250828623771667,nearest_candidates_then_dtw
ASL,move,normal,0.0925181433558464,nearest_candidates_then_dtw
ASL,measure,office,0.09251949191093445,nearest_candidates_then_dtw
ASL,match,negative,0.09254736453294754,nearest_candidates_then_dtw
ASL,multiply,necklace,0.09262532740831375,nearest_candidates_then_dtw
ASL,mean,money,0.09263622760772705,nearest_candidates_then_dtw
ASL,less,list,0.09273932874202728,nearest_candidates_then_dtw
ASL,lock,middle,0.09278681129217148,nearest_candidates_then_dtw
ASL,lock,money,0.09295165538787842,nearest_candidates_then_dtw
ASL,melt,office,0.09297090023756027,nearest_candidates_then_dtw
ASL,lightning,nurse,0.09297843277454376,nearest_candidates_then_dtw
ASL,mouse,none,0.09298606961965561,nearest_candidates_then_dtw
ASL,less,mustache,0.09301646053791046,nearest_candidates_then_dtw
ASL,magazine,mountain,0.09304693341255188,nearest_candidates_then_dtw
ASL,look for,miss,0.09308482706546783,nearest_candidates_then_dtw
ASL,library,many,0.09308692812919617,nearest_candidates_then_dtw
ASL,learn,new,0.09308788925409317,nearest_candidates_then_dtw
ASL,lip,lipstick,0.09315082430839539,nearest_candidates_then_dtw
ASL,mustache,network,0.09315408021211624,nearest_candidates_then_dtw
ASL,multiply,niece,0.09319032728672028,nearest_candidates_then_dtw
ASL,less,lettuce,0.09320937097072601,nearest_candidates_then_dtw
ASL,new york,nurse,0.09321340918540955,nearest_candidates_then_dtw
ASL,money,nation,0.09338657557964325,nearest_candidates_then_dtw
ASL,lend,lousy,0.09341108053922653,nearest_candidates_then_dtw
ASL,list,network,0.09345199912786484,nearest_candidates_then_dtw
ASL,machine,muscle,0.09347846359014511,nearest_candidates_then_dtw
ASL,lettuce,more,0.0934860035777092,nearest_candidates_then_dtw
ASL,move,murder,0.0936579629778862,nearest_candidates_then_dtw
ASL,mechanic,office,0.09369517862796783,nearest_candidates_then_dtw
ASL,march,nervous,0.09373936802148819,nearest_candidates_then_dtw
ASL,mainstream,office,0.09374411404132843,nearest_candidates_then_dtw
ASL,leave,new,0.09374605119228363,nearest_candidates_then_dtw
ASL,nurse,office,0.09375657886266708,nearest_candidates_then_dtw
ASL,machine,next,0.0937580019235611,nearest_candidates_then_dtw
ASL,limit,mouth,0.09381606429815292,nearest_candidates_then_dtw
ASL,next,nurse,0.09386857599020004,nearest_candidates_then_dtw
ASL,line,mechanic,0.09387034922838211,nearest_candidates_then_dtw
ASL,network,off,0.0938943475484848,nearest_candidates_then_dtw
ASL,lousy,obsess,0.09393735975027084,nearest_candidates_then_dtw
ASL,list,moon,0.09398877620697021,nearest_candidates_then_dtw
ASL,leak,normal,0.09403183311223984,nearest_candidates_then_dtw
ASL,neighbor,new york,0.09405427426099777,nearest_candidates_then_dtw
ASL,mainstream,measure,0.09406285732984543,nearest_candidates_then_dtw
ASL,lettuce,nothing,0.0941181629896164,nearest_candidates_then_dtw
ASL,marry,microwave,0.09413650631904602,nearest_candidates_then_dtw
ASL,music,notice,0.09415159374475479,nearest_candidates_then_dtw
ASL,legal,miss,0.09415612369775772,nearest_candidates_then_dtw
ASL,leader,meat,0.09418423473834991,nearest_candidates_then_dtw
ASL,lousy,necklace,0.09419604390859604,nearest_candidates_then_dtw
ASL,nation,necklace,0.09420604258775711,nearest_candidates_then_dtw
ASL,no,office,0.09428572654724121,nearest_candidates_then_dtw
ASL,mainstream,never,0.09435982257127762,nearest_candidates_then_dtw
ASL,list,mountain,0.09438604861497879,nearest_candidates_then_dtw
ASL,music,not,0.09442095458507538,nearest_candidates_then_dtw
ASL,lettuce,off,0.09446070343255997,nearest_candidates_then_dtw
ASL,long,new,0.09446190297603607,nearest_candidates_then_dtw
ASL,lose,offer,0.0944732204079628,nearest_candidates_then_dtw
ASL,like,lion,0.09451355040073395,nearest_candidates_then_dtw
ASL,no,ok,0.09462674707174301,nearest_candidates_then_dtw
ASL,move,no,0.09462875872850418,nearest_candidates_then_dtw
ASL,more,mouse,0.09469529241323471,nearest_candidates_then_dtw
ASL,like,nice,0.09473861008882523,nearest_candidates_then_dtw
ASL,more,new,0.09474654495716095,nearest_candidates_then_dtw
ASL,many,move,0.09474941343069077,nearest_candidates_then_dtw
ASL,long,mountain,0.09475883096456528,nearest_candidates_then_dtw
ASL,meat,obsess,0.0947590097784996,nearest_candidates_then_dtw
ASL,mirror,moon,0.09479096531867981,nearest_candidates_then_dtw
ASL,microwave,milk,0.09485316276550293,nearest_candidates_then_dtw
ASL,mechanic,middle,0.09486393630504608,nearest_candidates_then_dtw
ASL,less,misunderstand,0.09486519545316696,nearest_candidates_then_dtw
ASL,legal,lunch,0.0949043482542038,nearest_candidates_then_dtw
ASL,lettuce,mouth,0.0949106439948082,nearest_candidates_then_dtw
ASL,money,number,0.0949166789650917,nearest_candidates_then_dtw
ASL,obsess,office,0.09494997560977936,nearest_candidates_then_dtw
ASL,microwave,nut,0.0949675664305687,nearest_candidates_then_dtw
ASL,melt,no,0.09499312937259674,nearest_candidates_then_dtw
ASL,museum,never,0.09500061720609665,nearest_candidates_then_dtw
ASL,much,nurse,0.09503118693828583,nearest_candidates_then_dtw
ASL,manage,obtain,0.09505821764469147,nearest_candidates_then_dtw
ASL,mexico,north,0.09512199461460114,nearest_candidates_then_dtw
ASL,lipstick,metal,0.09515019506216049,nearest_candidates_then_dtw
ASL,measure,motorcycle,0.09515924006700516,nearest_candidates_then_dtw
ASL,line,match,0.09519676119089127,nearest_candidates_then_dtw
ASL,lettuce,multiply,0.09527531266212463,nearest_candidates_then_dtw
ASL,limit,network,0.09532098472118378,nearest_candidates_then_dtw
ASL,necessary,need,0.09536027908325195,nearest_candidates_then_dtw
ASL,lock,milk,0.09541438519954681,nearest_candidates_then_dtw
ASL,most,nut,0.09541458636522293,nearest_candidates_then_dtw
ASL,moon,number,0.09544029086828232,nearest_candidates_then_dtw
ASL,more,north,0.09546691924333572,nearest_candidates_then_dtw
ASL,mean,next,0.09546809643507004,nearest_candidates_then_dtw
ASL,man,morning,0.09548631310462952,nearest_candidates_then_dtw
ASL,league,limit,0.09552155435085297,nearest_candidates_then_dtw
ASL,lousy,mainstream,0.09554634988307953,nearest_candidates_then_dtw
ASL,microphone,minute,0.09557539969682693,nearest_candidates_then_dtw
ASL,list,lunch,0.09558383375406265,nearest_candidates_then_dtw
ASL,make,mouse,0.0956205502152443,nearest_candidates_then_dtw
ASL,leave,nephew,0.09563891589641571,nearest_candidates_then_dtw
ASL,make,nephew,0.09564142674207687,nearest_candidates_then_dtw
ASL,lock,murder,0.09564722329378128,nearest_candidates_then_dtw
ASL,leaf,next,0.09564802795648575,nearest_candidates_then_dtw
ASL,lock,microwave,0.09565596282482147,nearest_candidates_then_dtw
ASL,legal,limit,0.09572146832942963,nearest_candidates_then_dtw
ASL,less,noon,0.09572947025299072,nearest_candidates_then_dtw
ASL,magazine,melody,0.0957682803273201,nearest_candidates_then_dtw
ASL,motorcycle,occur,0.09579508751630783,nearest_candidates_then_dtw
ASL,line,manage,0.0958114042878151,nearest_candidates_then_dtw
ASL,lunch,mirror,0.09586093574762344,nearest_candidates_then_dtw
ASL,learn,mountain,0.0958859920501709,nearest_candidates_then_dtw
ASL,marry,normal,0.0959354117512703,nearest_candidates_then_dtw
ASL,leaf,live,0.0960422083735466,nearest_candidates_then_dtw
ASL,melody,obsess,0.09608244895935059,nearest_candidates_then_dtw
ASL,lose,middle,0.09608276188373566,nearest_candidates_then_dtw
ASL,moose,noon,0.0961066260933876,nearest_candidates_then_dtw
ASL,legal,man,0.09612587094306946,nearest_candidates_then_dtw
ASL,money,nervous,0.09617666155099869,nearest_candidates_then_dtw
ASL,member,nation,0.09621556848287582,nearest_candidates_then_dtw
ASL,letter,mushroom,0.09622836858034134,nearest_candidates_then_dtw
ASL,leaf,lion,0.0962689220905304,nearest_candidates_then_dtw
ASL,list,notice,0.09628000855445862,nearest_candidates_then_dtw
ASL,make,next,0.0963267907500267,nearest_candidates_then_dtw
ASL,member,moon,0.09633233398199081,nearest_candidates_then_dtw
